SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500840,EIH LTD.    ,A ,Q,279.55,282.9,276.1,280.75,278.7,278,868,28077,7873495,
500850,INDIAN HOTEL,A ,Q,464.85,464.85,456.45,461.8,461.8,459.3,1486,63828,29350083,
500870,CASTROL     ,A ,Q,180.9,181,177.15,177.9,177.9,180.1,3687,174820,31294262,
500875,ITC LTD.    ,A ,Q,463.45,467.55,460.4,466.6,466.6,462.6,17868,703482,326847261,
500877,APOLLO TYRES,A ,Q,471.1,472.7,464.2,468.8,469.4,468.75,1303,54934,25749767,
500878,CEAT LIMITED,A ,Q,2505.1,2514.95,2479.95,2491.95,2491.95,2497.4,1344,13934,34741177,
500890,MODI RUBBER ,T ,Q,97.89,97.99,93.6,95.71,96.48,93.45,33,2396,228825,
500940,FINOLEX IND.,A ,Q,234.55,246,234.55,241.15,241.15,234.4,5062,251320,60830337,
501148,DALAL ST INV,XT,Q,470.2,470.2,465,470,470,461,23,157,73774,
501150,CENTRUM CAP ,B ,Q,35.34,35.95,34.56,34.95,35.15,34.78,1415,306378,10776169,
501295,INDUS.INV.TR,T ,Q,220.15,220.15,220.15,220.15,220.15,215.85,22,18989,4180428,
501298,INDUS.&PRUD.,X ,Q,4400,4500,4340.6,4418.55,4405,4440,21,160,712097,
501301,TATA INVEST.,A ,Q,4524.8,4582.85,4395,4424.25,4424.25,4482.85,3046,21507,96686484,
501311,JAYBH.CREDIT,X ,Q,6.32,6.32,6.32,6.32,6.32,6.65,3,394,2490,
501314,PRISMX      ,X ,Q,1.7,1.72,1.64,1.68,1.69,1.7,1481,2050331,3444353,
501343,MOTOR&GEN.FI,T ,Q,45.07,46.8,45.07,45.24,45.2,47.44,134,37139,1679920,
501370,WALCHAND PF ,X ,Q,203.6,203.6,188.05,189.85,189.9,199.6,58,6030,1160906,
501391,W.H.BRADY   ,X ,Q,546.8,555.4,532.1,540.95,540.95,546.85,42,1593,866434,
501421,TECHNVISN   ,XT,Q,643.8,643.8,643.8,643.8,643.8,631.2,8,125,80475,
501423,SHA ENG PLA ,B ,Q,320.25,325,318.15,322.4,321,324.7,365,1711,552986,
501425,BOM.BURMAH  ,A ,Q,1625,1689.25,1621,1652.8,1652.8,1625.05,2826,27788,45915028,
501430,BOM.CYCLE   ,XT,Q,1550,1565.8,1427.7,1502.6,1500,1492.05,49,234,358322,
501455,GREAVES COTT,A ,Q,159.65,160.65,156.6,157.2,157.45,158.4,1425,80977,12878667,
501477,MULLER & PHI,XT,Q,195.7,205.45,195.7,204.05,205.45,206,9,258,52596,
501622,AMALGAMATED ,XT,Q,44.24,46,42.04,43.21,45.5,44.24,35,3265,144536,
501700,INDIA NIVEH ,XT,Q,17.69,17.69,16.81,17.17,17.2,17.1,94,17739,305372,
501831,COAST CORP  ,B ,Q,337.5,354.9,327.25,336.25,336.25,330.85,2066,31127,10689739,
501833,CHOWGULE ST ,XT,Q,22.76,22.76,22.76,22.76,22.76,21.68,26,13898,316318,
501848,GLOBAL OFFS ,XT,Q,66,70.39,66,67.94,68.5,67.04,318,70797,4896260,
502015,ASIIL       ,X ,Q,25.94,26.7,24.55,26.34,26.44,25.36,991,419128,10905158,
502090,SAGAR CEM.  ,B ,Q,286.95,286.95,278.05,280.1,279,283.3,676,19562,5491806,
502133,HEMADRI CEM ,XT,Q,119.54,119.54,119.54,119.54,119.54,117.2,176,15747,1882396,
502137,DECAN CEMENT,B ,Q,619.25,621,605.15,611.5,613.4,609.05,326,4158,2560637,
502157,MANGALAM CEM,B ,Q,657.9,676.8,648.05,659.3,663.75,659.7,1354,12694,8415211,
502168,N C L IND.  ,B ,Q,223.05,226,222.8,223.45,223.55,224.1,422,7927,1778684,
502175,SAURAS.CEM. ,X ,Q,99.3,103,98.26,100.01,100.01,98.57,1524,266920,27013880,
502180,SRI DIGV CEM,B ,Q,104.56,110.25,102.47,107.04,106.8,103.58,2271,163589,17453278,
502219,BORORENEW   ,A ,Q,519.6,519.6,502,506,506,511.6,1610,44429,22684493,
502281,TRIVENI GLAS,XT,Q,25.51,25.51,25.51,25.51,25.51,24.3,257,69450,1771669,
502294,NILACHAL REF,X ,Q,44.99,44.99,44.05,44.79,44.79,44.95,17,812,36250,
502330,ANDPAPER    ,B ,Q,591.35,596,587.75,590.75,588.05,592.75,820,13157,7780623,
502355,BALKRISH IND,A ,Q,2669.15,2677.3,2604,2632.35,2631.1,2665,669,3341,8787555,
502420,ORIENT PAPER,B ,Q,45.84,46.1,44.5,44.69,44.69,45.19,2459,716944,32510126,
502445,CITADEL     ,X ,Q,29.05,30.8,29.05,30.26,29.37,30.07,34,3157,94393,
502448,ROLLATAINER ,T ,Q,1.81,1.81,1.73,1.77,1.79,1.73,693,1337419,2393419,
502450,SESHA.PAPER ,B ,Q,364.1,370.55,359.55,364.1,363.95,363.25,205,2875,1044140,
502587,NATHIND     ,X ,Q,78.39,79.95,78.2,78.35,78.26,78.39,70,8271,650101,
502589,VAPIENTER   ,XT,Q,103.6,103.6,102.45,102.45,102.45,99.05,7,92,9446,
502820,DCM LTD.    ,B ,Q,89.42,90,86.2,86.49,86.24,89.22,322,14336,1258326,
502865,FORBES & CO ,X ,Q,797.1,809.9,790,790.55,790.05,796.15,118,1453,1163793,
502873,H.P.COTTON  ,XT,Q,146.85,148,142.5,147,147,146.3,41,4175,613669,
502893,UNITEDINT   ,X ,Q,55.66,59.9,55.6,55.6,55.6,58.42,10,202,11538,
502901,JAMSHRI     ,X ,Q,4380,4380,4380,4380,4380,4200,3,4,17520,
502933,KATARE SPG. ,X ,Q,232.2,238.8,229.25,232.35,237.95,240.9,22,310,72138,
502937,KESORAM IND ,A ,Q,170.75,171.6,168.15,168.4,168.3,170.75,832,80445,13578007,
502958,LAKSHMI MILL,X ,Q,4059.95,4094.95,3976.5,4047.55,4020,3999.95,40,316,1274817,
502986,VARDH TEXT  ,A ,Q,398.35,413.5,398.35,403.7,405,399.2,1193,21968,8937698,
503031,PENLAND LTD ,B ,Q,58.38,59.36,56.1,56.26,56.26,58.15,1791,208377,11872294,
503092,PASUPATI SPG,X ,Q,33.47,34.45,31.19,31.59,31.19,32.81,27,2404,77025,
503100,PHOENIX MILL,A ,Q,2484.85,2525.95,2446,2502.9,2492.5,2445,3259,15816,39296551,
503101,MARATHON NEX,B ,Q,443.15,443.15,421,427.45,427,436.8,866,13066,5565855,
503127,RAJA BAHADUR,XT,Q,3999.9,3999.9,3913,3950,3950,3850,8,8,31662,
503162,REL.CHEMOTX ,T ,Q,289,297.5,281.35,282.8,282.75,289.05,26,642,187736,
503169,RUBY MILLS  ,B ,Q,236.95,243,235.5,238.5,238.9,236.1,1255,14094,3383591,
503229,SIMPLEX REAL,XT,Q,146.95,149.25,141,143.4,143.3,142.4,31,3609,529839,
503310,SWAN ENG    ,A ,Q,544.8,564.65,537.65,561.2,561.2,541.2,2408,112646,62264343,
503349,VICTORIA MIL,X ,Q,5460,5666,5401.05,5436.95,5405.2,5439.05,37,76,416146,
503624,SVARAJ TRAD ,X ,Q,6.96,7.1,6.67,6.96,6.87,6.96,47,11797,80922,
503641,ZODIAC VEN  ,X ,Q,24.5,24.69,23,23.94,23.94,20.58,2902,1692988,41239579,
503657,VEER ENERGY ,X ,Q,22.1,22.1,21.61,21.79,21.71,21.57,387,67798,1482520,
503659,SWIL        ,XT,Q,55.72,55.72,55.72,55.72,55.72,53.07,1,1,55,
503663,TILAK       ,X ,Q,5.17,5.57,5,5.56,5.56,5.08,3441,2887858,15757023,
503669,KKFIN       ,X ,Q,27.3,27.3,27.29,27.29,27.29,27.3,6,107,2920,
503675,WAGEND      ,XT,Q,1.06,1.11,1.05,1.11,1.11,1.06,158,221714,235946,
503685,MEDIA ONE   ,X ,Q,43.1,43.25,42.12,42.89,42.89,42.88,56,21098,905608,
503722,BANSW.SYNTEX,B ,Q,167.05,172.45,161.1,163.2,165,166.25,1179,25393,4250678,
503772,MODELLA WOOL,X ,Q,80.7,84.6,80.7,84.6,84.6,80.7,14,965,80920,
503776,MODIPON     ,X ,Q,43.61,46,40.41,45.41,45,42.75,50,3947,175488,
503804,SHRI DINESH ,X ,Q,485,547,485,502.95,501,485,255,6870,3497496,
503806,SRF LIMITED ,A ,Q,2335.1,2369.55,2331.1,2345.55,2343.3,2326.5,2669,22460,52681283,
503811,SIYARAM SILK,B ,Q,539.95,539.95,532,532.1,533.4,533.9,339,4384,2340059,
503816,SWAD.POLYTEX,XT,Q,91.76,91.76,91.76,91.76,91.76,89.97,43,6113,560928,
503960,BHARAT BIJLE,A ,Q,4982.1,5416.2,4582.95,4654.6,4654.6,4929.9,10850,34672,174173669,
504000,ELPRO INTER ,B ,Q,90,90,88.5,88.98,88.5,89.05,150,16841,1502555,
504028,GEE LTD     ,Z ,Q,145.5,145.5,136.3,139.75,138.5,143.3,414,114459,15892476,
504036,HIND.RECT   ,B ,Q,558.65,564,552.5,558,560.5,548.2,71,339,188948,
504058,NIPPOBATRY  ,B ,Q,730.65,733.65,716,719.9,721,723.55,268,2382,1732188,
504067,ZENSAR TECH.,A ,Q,569.85,587,566.5,570.2,570.2,563.7,6982,209813,121236407,
504076,JYOTI LTD.  ,X ,Q,57.94,57.94,52.78,52.78,52.78,55.55,636,59161,3173564,
504080,JSL LTD.    ,XT,Q,1287,1287,1286.65,1286.65,1286.65,1312.9,16,128,164700,
504084,KAYCEE IND  ,XT,Q,18200,18500,17900,17900,17900,18075,21,23,420703,
504092,INDOKEM LTD.,X ,Q,97,101.45,94.5,100.6,101.2,97.15,99,13371,1332781,
504093,PANA ENERG  ,X ,Q,425,437.95,420,421.15,420.05,426.35,215,7012,2967210,
504112,NELCO LTD.  ,B ,Q,824.3,874,824.3,846.3,846.3,823.35,1576,27189,23222522,
504132,PERM MAGNETS,B ,Q,1481,1511,1446,1463.2,1463,1488.45,641,6020,8875282,
504176,HIGH ENERGY ,X ,Q,634.95,642,606.9,619.05,619.05,629.3,1049,24084,14988984,
504180,STD.BATTERY ,XT,Q,45.67,46.5,45.67,46.5,46.5,46.6,114,6610,304030,
504212,UNIV.CABLE  ,B ,Q,543.45,545,531.95,533,533,533.1,214,3397,1829129,
504220,W.S.INDUSTR.,B ,Q,132.95,134.5,122.25,124.1,126.05,128.65,906,66570,8536229,
504240,DELTON CABLE,XT,Q,323.8,323.8,293,302.1,310,308.4,238,19100,5946647,
504258,LAKSHMI ELEC,X ,Q,1446.9,1446.9,1379,1407.45,1407.45,1420.45,549,10197,14304453,
504273,MODULEX     ,Z ,Q,15.5,15.8,15,15.24,15.35,15.08,124,164306,2511526,
504286,DELTAMAGNT  ,B ,Q,104,104,99.1,101.04,101,99.96,134,5498,554110,
504340,CONFINT     ,XT,Q,12.72,12.72,12.72,12.72,12.72,12.48,82,120056,1527112,
504341,RELTD       ,X ,Q,73.51,80,70,74.73,74.73,71.13,1075,164288,12266316,
504351,EMPOWER     ,XT,Q,1.89,1.89,1.89,1.89,1.89,1.86,497,1749896,3307303,
504356,MULTI-PURPOS,XT,Q,10.58,10.58,9.67,9.7,9.7,10.15,24,4853,49833,
504378,NYSSACORP   ,XT,Q,5.5,5.6,5.36,5.54,5.55,5.36,194,134644,748218,
504380,FLOMIC      ,X ,Q,82.5,84.69,82.5,84.52,84.68,83.27,93,9330,780642,
504392,KRISHNA VEN ,XT,Q,75.1,78.45,72.05,77.33,77.05,75.2,60,11218,857577,
504397,GANESH HOLDI,XT,Q,57.4,57.4,55,55,55,57.4,8,55,3065,
504605,UNI ABEX    ,XT,Q,3224.5,3380.4,3155.1,3380.15,3380.4,3219.45,148,3325,11039296,
504614,SARDA ENMIN ,B ,Q,254.8,263.15,246.45,247.9,247.2,252.85,2051,46740,11873122,
504646,BHAGWATI AUT,X ,Q,639.5,639.5,615.2,622.5,620.1,602.9,32,545,342988,
504648,BOM.WIRE ROP,X ,Q,35.9,35.9,33.75,35.5,35.5,35.16,62,4603,161675,
504731,I BRIGHT ST ,XT,Q,70.98,70.98,70.98,70.98,70.98,69.59,2,16,1135,
504741,IND.HUME PIP,B ,Q,266.55,266.55,254.1,256.25,257.1,261.3,553,9757,2512193,
504786,INVEST &PREC,XT,Q,688.3,688.3,688.3,688.3,688.3,702.3,14,152,104621,
504810,INFORMEDTEC ,XT,Q,76.15,76.15,76.15,76.15,76.15,77.7,5,248,18885,
504840,KAIRA CAN CO,X ,Q,2294.95,2294.95,2241,2279.35,2280,2298.4,16,48,108591,
504879,ORIENTCER   ,B ,Q,57.18,57.48,56.3,57.07,56.96,56.92,495,29514,1681344,
504882,NATIONAL STD,B ,Q,4650,4799,4650,4720.1,4700,4687.9,39,81,381946,
504903,RATHI ST    ,XT,Q,37.23,37.23,37.23,37.23,37.23,36.5,45,17089,636223,
504908,DUNCANENG   ,X ,Q,565,565,540.3,542.25,542.25,561.9,172,2552,1404579,
504918,SANDUMA     ,B ,Q,2756.95,2776,2714.05,2745.55,2745.55,2715.25,714,5713,15642540,
504959,STOVAC IND. ,X ,Q,2511.9,2540,2505,2512.15,2515,2512.95,25,117,293570,
504961,TATA YODOGAW,XT,Q,99.95,99.95,95.25,97.59,98.49,97.17,235,11110,1086932,
504966,TINPLATE    ,B ,Q,451.35,451.35,441.2,445.05,446.35,442.5,421,12985,5764123,
504973,CHOLAHLDNG  ,A ,Q,1005.15,1020.5,1005.15,1017.05,1018,1015.15,483,3579,3620373,
504988,WELCAST     ,XT,Q,1549.55,1573.7,1490,1551.9,1550,1549.55,29,592,907698,
505010,AUTO AXLES  ,B ,Q,2229.95,2230,2204,2226.25,2225,2205.3,428,3269,7261939,
505036,AUTO COR.GOA,X ,Q,1438.8,1468.8,1435.05,1439.8,1446,1448,85,1472,2132064,
505075,SETCO AUTO  ,T ,Q,7.69,7.69,7.5,7.5,7.5,7.54,39,24844,189111,
505141,SCOOTERS IND,T ,Q,82.8,82.8,82.8,82.8,82.8,78.86,119,11461,948970,
505160,TALBROS AUTO,T ,Q,289.7,290.9,286.25,287.25,287.25,289.7,612,13821,3973806,
505163,ZF STEERING ,X ,Q,929.9,975.55,910,968.4,968.4,922.65,528,12617,12032645,
505192,SMLISUZU    ,B ,Q,1342.3,1365.75,1338.4,1343.85,1349,1357.5,247,1870,2517907,
505196,TIL LTD.    ,Z ,Q,367,398,367,379.25,378,385.8,25,1055,403680,
505200,EICHER MOTOR,A ,Q,3887.45,3900.25,3850,3871.65,3871.3,3887.45,890,4107,15890600,
505212,JAINEX      ,XT,Q,162,162,156.25,159.55,156.6,157.1,17,107,17090,
505216,ALFRED HERB ,XT,Q,1200,1200,1200,1200,1200,1216.35,2,6,7200,
505232,VELJAN      ,X ,Q,2501,2690,2501,2587.2,2625,2565,140,1200,3151275,
505242,DYNAMAT.TECH,B ,Q,5430.4,5455.5,5304.5,5327.65,5304.5,5437.1,426,1032,5529426,
505250,GGDPROP     ,XT,Q,150,153.85,144,146.6,147.6,150,51,5501,797876,
505255,GMM PFAUDLER,A ,Q,1545.85,1574.45,1530,1564,1564,1521.15,2319,29030,45286559,
505283,KIRLOSAR PN ,A ,Q,630.05,630.05,615,618.8,615.05,629.95,451,3225,2005157,
505285,TULIVE      ,XT,Q,189.35,189.35,189.35,189.35,189.35,185.65,1,1,189,
505299,KPT         ,X ,Q,587.4,587.4,575,579.25,582,578.05,147,3037,1764531,
505302,LAXMI AUTOLM,X ,Q,1840,1840,1808.2,1835,1835,1801.3,11,452,818144,
505324,MANUGRAPH IN,T ,Q,24.35,24.44,24.35,24.44,24.44,23.97,19,9073,221654,
505343,MONOTYPE IND,Z ,Q,0.78,0.78,0.78,0.78,0.78,0.77,526,651512,508179,
505355,NESCO LTD   ,A ,Q,876.05,893.9,876.05,881.7,883.4,882.95,198,1559,1377459,
505358,INTEGRA ENG ,XT,Q,309.95,310,290.1,294.05,295.6,296.05,408,37230,11059596,
505368,SEMAC       ,T ,Q,2467,2561.8,2467,2561.25,2561.25,2439.85,105,3178,8126451,
505400,TEXINFRA    ,B ,Q,109.45,116.25,108.9,111.55,111.85,108.7,2968,364351,41293364,
505412,WENDT(INDIA),B ,Q,14061.7,14318.05,14061.7,14242.65,14205,14251.2,23,38,540306,
505509,RESPON IND  ,B ,Q,290.8,291,281,284.85,286,287.7,869,19638,5577818,
505515,SHYAMKAM INV,XT,Q,6.58,6.58,6.58,6.58,6.58,6.27,62,49107,323124,
505523,MAHA CORP   ,X ,Q,1.66,1.72,1.65,1.7,1.7,1.68,1897,1360471,2302017,
505526,DOLATALGO   ,B ,Q,70.77,70.77,67.65,68.01,67.85,69.38,262,47316,3265831,
505533,WESTLIFE    ,A ,Q,825.95,831.9,813.35,822.6,831,816,911,8992,7411409,
505537,ZEE ENTER   ,A ,Q,253.35,257.2,248.5,250.05,250.05,251.3,15221,1276868,323870730,
505590,SVPGLOB     ,T ,Q,9.1,9.15,9.07,9.15,9.15,9.1,37,7505,68490,
505650,SKYL MILLAR ,XT,Q,17.42,18.12,17.42,18.12,18.12,17.77,61,23153,412566,
505681,BIMETAL BEAR,X ,Q,614.75,614.75,602,605,605,608.05,58,1223,743464,
505688,BHARAT GEARS,B ,Q,120.1,123.4,120.1,121.35,121.35,121.85,369,9293,1132108,
505690,BRADY MORRIS,XT,Q,824,862,785,822.65,822.65,823.85,63,960,796451,
505693,LATIMMETAL  ,X ,Q,17.89,18,17.1,17.49,17.49,17.35,414,128140,2244476,
505700,ELECON ENG  ,A ,Q,1021.15,1026.35,1006.85,1020.45,1021,1014.05,2719,38225,38918179,
505703,DECCAN BEAR.,XT,Q,35.87,35.87,35.87,35.87,35.87,35.87,1,5,179,
505710,GRAUER& WEIL,B ,Q,152.4,155,147.1,151.35,151.35,149.8,4025,377533,57666975,
505712,HIMTEK      ,XT,Q,204.35,204.35,194,196.7,198.9,194.65,448,93905,18764129,
505714,GABRIEL(I)  ,A ,Q,391.1,393.15,388.3,391.1,391.55,391.05,692,12151,4744673,
505720,HERC.HOISTS ,B ,Q,398.85,417.05,390.7,405,405,390.05,2220,34608,13957993,
505725,AQFINTECH   ,X ,Q,1090.1,1189,1088,1175.75,1170.1,1111.8,348,17675,20258742,
505726,IFB IND.LTD.,B ,Q,1009.95,1010,995.35,998.35,995.35,1003.15,167,1023,1024050,
505729,SINGER INDIA,X ,Q,104,121.1,104,117.1,117.1,103.85,4260,1441316,165131189,
505737,INTER.COMBUS,X ,Q,1491.8,1491.8,1412,1422.8,1422.8,1450.55,136,2403,3463247,
505744,FED MOG GOE ,B ,Q,369.95,371.25,365,366.45,366.8,368.6,766,23389,8595783,
505750,JOSTS ENG.  ,XT,Q,674,685,640,654.55,654.55,656.65,100,5108,3414774,
505790,SCHAEFFLER  ,A ,Q,3299.7,3365,3280.95,3344.75,3365,3307.8,1039,5171,17229879,
505797,MIPCO SEAM. ,XT,Q,42.11,42.11,41.29,41.29,41.29,41.29,14,623,26071,
505800,RANE HOLDIN ,B ,Q,1288.1,1302.55,1265.95,1274.65,1270.6,1292.6,110,490,630113,
505827,SNL BEARINGS,X ,Q,393,396,390,390.35,393.25,393.7,42,604,236608,
505840,JAIPAN INDUS,X ,Q,41.49,41.49,37.5,38.67,37.5,39.15,94,7170,277933,
505850,MANCREDIT   ,X ,Q,102,110.9,102,109.05,109.1,107.9,151,50528,5303609,
505854,TRF LTD.    ,B ,Q,279,279.15,267.75,268.9,269.1,274.95,836,17225,4677781,
505872,WPIL LTD.   ,B ,Q,4296,4399,4255.1,4283.1,4290,4247.95,723,8793,38330824,
505890,KENNAMETAL  ,B ,Q,2555,2574.65,2542.55,2550.3,2550.3,2551.15,176,3562,9088249,
505893,HINDHARD    ,X ,Q,578,610,561,575.5,575.5,593.65,70,1238,715376,
505978,TRITON VALVE,X ,Q,1577,1639.9,1577,1589.35,1578,1616.45,69,721,1148580,
506003,SUDAL INDUS ,XT,Q,29.94,29.94,29.94,29.94,29.94,29.36,4,265,7934,
506022,PRAKASH IND.,T ,Q,184.9,186,181,182.25,182.25,183,816,49713,9106707,
506074,ARSHIYA     ,T ,Q,7.54,7.54,7.54,7.54,7.54,7.69,71,44123,332687,
506076,GRIND NORTON,A ,Q,2312.05,2378.95,2312.05,2331.3,2328.1,2324.5,451,1302,3063025,
506105,STANROSE MAF,X ,Q,83,83.79,80.03,83.67,83.79,83.79,13,436,36403,
506109,GENESYS INT.,B ,Q,499.05,514.85,491,499.8,500.2,489.25,1715,29955,15097152,
506122,PANKAJPIYUS ,X ,Q,142,142,129.2,129.2,129.2,136,4,148,19840,
506128,PARNAXLAB   ,X ,Q,90,92.1,88.12,91,91,90,51,4159,379405,
506134,INTELL CAP  ,XT,Q,124.2,124.2,121.75,121.75,121.75,124.2,79,6201,763744,
506146,VISAGAR POL ,B ,Q,2.1,2.12,1.74,1.77,1.77,1.93,8442,14716404,27706348,
506166,APIS        ,XT,Q,99.81,99.81,99.81,99.81,99.81,95.06,1,5,499,
506184,KANANI IND  ,B ,Q,8.41,8.5,7.89,7.96,7.96,8.3,1432,1754504,13928231,
506186,GCKL        ,X ,Q,15.52,15.96,14.4,14.74,14.79,15.22,83,20325,301119,
506194,ARIH SUPER  ,B ,Q,339,352,333.85,336.25,333.85,334.75,1507,34440,11821817,
506197,BLISSGVS PH ,B ,Q,127.8,127.8,124.25,124.65,124.65,125.25,332,17772,2224925,
506222,STYRENIX    ,B ,Q,1563.45,1599.95,1563.45,1574.55,1574.55,1547.35,551,3617,5732040,
506235,ALEMBIC LTD.,B ,Q,93.49,94.64,93,93.7,93.9,93.1,1000,131844,12383470,
506248,AMINES&PLAST,B ,Q,228.95,228.95,212.05,214.85,214.75,210.55,148,2362,506323,
506260,ANUH PHARMA ,X ,Q,170.45,170.45,165.3,166.55,166.55,166.25,635,36780,6146156,
506261,MODISONLTD  ,B ,Q,136.3,136.75,126.5,130.45,130.05,134,362,8181,1092477,
506285,BAYER CROP  ,A ,Q,5830.25,5879,5748.6,5791.75,5783.7,5851.8,762,2319,13497053,
506365,CHEMO PHARMA,XT,Q,80,80,77.83,77.83,77.83,79.41,16,1404,110726,
506390,HEUBACHIND  ,B ,Q,608.65,624.4,594.45,595.6,596.25,604.95,430,9432,5716507,
506395,COROM INTER ,A ,Q,1211.55,1211.55,1177,1180.7,1178.35,1187.75,526,4754,5657179,
506401,DEEPAK NITR.,A ,Q,2465.1,2498.3,2424.05,2432.9,2432.9,2467.75,1664,10618,26028235,
506405,DMCC        ,B ,Q,318,328.65,314,324.95,325.15,313,568,6832,2209556,
506414,FERMENTA    ,X ,Q,168.5,170.9,165,167.2,167.2,166.45,141,8672,1457920,
506480,GOCLCORP    ,B ,Q,496.85,501.7,493.05,498.7,494.9,496.6,323,4381,2183540,
506520,JAYSHRI CHEM,XT,Q,12.97,12.97,12.97,12.97,12.97,13.23,47,15056,195276,
506525,KANORIA CHEM,B ,Q,145.65,145.65,138.25,139.15,139.15,144.25,373,10708,1507322,
506528,KELTECH EN. ,XT,Q,3074.35,3074.35,3074.35,3074.35,3074.35,3014.1,25,315,968420,
506530,KEMP & CO.  ,X ,Q,1073,1125,1073,1125,1125,1072,2,3,3271,
506532,NITTA GELA  ,X ,Q,1139.05,1180,1111,1116.8,1116.8,1150.9,690,13749,15584231,
506543,M.P.AGRO IND,XT,Q,9.85,9.85,9.66,9.85,9.85,9.85,11,2393,23509,
506579,ORIENT.CARB.,B ,Q,914,936.85,885.5,921.7,918.65,913.15,1503,10380,9505681,
506590,PCBL        ,A ,Q,267,268,262.1,265.95,265.95,264.45,1432,66718,17735350,
506597,AMAL PRODUCT,X ,Q,388.7,435.5,375,405.95,405.95,380.75,1498,94039,38668270,
506605,POLYCHEM    ,X ,Q,2855,2981,2731,2951.7,2965,2839.7,85,371,1085164,
506618,PUN.CHEM    ,B ,Q,1254.8,1254.8,1211,1213,1230,1237.2,248,1400,1705665,
506640,GUJCHEM DIST,XT,Q,83.13,83.13,83.13,83.13,83.13,87.5,4,102,8479,
506642,SADHANA NITR,B ,Q,94.44,97.9,92.8,93.81,93.81,93.52,474,49219,4599078,
506655,SUDARSH.CHEM,A ,Q,533.9,533.95,524.4,524.85,526.65,529.35,418,4600,2425332,
506680,TECIL CHEM. ,T ,Q,20.5,21,20.5,21,21,20.7,5,609,12782,
506685,ULTRAMARINE ,B ,Q,404.65,407,393.05,394.75,394.75,400.25,2312,59632,23731479,
506687,TRANSPEK    ,B ,Q,1838,1848,1781.05,1788.95,1788.95,1814.9,347,4636,8360933,
506690,UNICHEM LAB ,A ,Q,477.95,481.9,456,459.25,458.55,470.6,572,6991,3253193,
506734,MYS PETRO   ,X ,Q,183,188,183,187.1,187.1,187.1,97,4526,841406,
506767,ALKYL AMINES,A ,Q,2457.45,2497.7,2457.45,2480.75,2480.75,2462.5,673,3452,8560538,
506808,TUTIALKA    ,X ,Q,108.15,112.5,106.25,108.75,108.75,108.15,530,74085,8143766,
506820,ASTRAZEN.PH.,A ,Q,6295.75,6341.2,6120,6240.9,6240.9,6295.75,935,2421,15070749,
506852,PRIMO       ,B ,Q,51.69,51.98,51,51.04,51.04,51.52,1245,184376,9464872,
506854,TANFAC IND. ,B ,Q,2498,2575,2370,2379.05,2379.05,2477.05,3961,84052,207465014,
506858,GUJ.PETRO   ,XT,Q,73.9,73.9,67.48,69.43,69.43,71.03,354,35078,2423668,
506879,GUJ.THEMIS. ,B ,Q,341.6,347.25,335.1,338.25,338.25,337.6,2537,174198,59294966,
506906,SCBL        ,X ,Q,3.16,3.19,2.93,3,3,3.08,144,125530,375422,
506910,JAYSN DYEST ,XT,Q,125.5,125.8,121,121.15,123,123.2,39,8637,1077019,
506919,MAKERS LAB. ,XT,Q,148,148,144,145.25,145.2,149.15,29,2356,342956,
506935,CONT.CHEM   ,XT,Q,76.65,76.65,76.43,76.43,76.43,76.43,6,271,20723,
506943,J.B.CHEMICAL,A ,Q,1651.75,1700,1651.75,1681.95,1681.95,1660.4,890,6050,10165221,
506975,RAJ.PETRO   ,P ,Q,1.44,1.44,1.44,1.44,1.44,1.38,1,100,144,
506979,APT PACK    ,XT,Q,32.3,34.99,32.3,34.98,34.98,34,5,160,5328,
506981,BL.CHIP TEX ,X ,Q,167.55,175,165.3,166.35,169,167.15,56,1611,270365,
507155,JAGATJIT IND,XT,Q,243,244,227.55,232.15,232.15,238.35,340,26573,6337392,
507180,KESAR ENT.  ,X ,Q,108.9,127.58,107.9,127.58,127.58,106.32,686,148920,18587963,
507205,TILAKNAG IND,A ,Q,258.85,259.25,255.6,256.9,257,257.15,1797,63413,16298283,
507265,EMERALL     ,X ,Q,123.5,123.5,123.5,123.5,123.5,117.75,3,43,5310,
507315,SAKTHI SUGAR,B ,Q,28.58,29.09,28.58,28.79,28.95,28.76,374,131851,3810265,
507410,WALCHANDNGR ,B ,Q,201.65,201.65,191.65,192.15,192.1,197.7,765,23781,4626935,
507438,IFB AGRO    ,B ,Q,518.9,527.95,504.5,509.2,509.2,507.65,470,4755,2444937,
507474,KOTHARI FERM,XT,Q,81,84.87,81,84.05,84.87,80.83,149,29069,2431449,
507486,CAPROLA.CHEM,XT,Q,61.3,61.3,59.82,60.02,60,59.81,22,720,43346,
507488,G.M.BREWERI ,B ,Q,680,682.8,671.4,674.25,672.05,677.2,637,9912,6734509,
507490,RANA SUGARS ,B ,Q,23.41,23.77,23.41,23.6,23.57,23.62,550,30740,726858,
507498,PICCADILY SU,XT,Q,79.91,79.91,79.91,79.91,79.91,76.11,110,17145,1370056,
507514,SOM DISTILL.,A ,Q,275.2,282,275.2,276.7,277,275.7,4245,262916,73127962,
507515,CJ GELATIN  ,XT,Q,24,25.25,24,24.05,24.05,24.49,12,4250,106594,
