SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
541336,INDOSTAR    ,T ,Q,201.95,201.95,197.55,201.95,201.95,192.35,307,46915,9458821,
541337,MILEFUR     ,MT,Q,4.99,5.04,4.99,5.04,5.04,5.09,6,24000,120510,
541338,UHZAVERI    ,T ,Q,44.19,44.7,42.6,43.1,44,44.05,473,58044,2526156,
541347,PARVATI     ,XT,Q,12.69,12.89,12.4,12.58,12.6,12.4,273,158381,1987429,
541352,MEGASTAR    ,B ,Q,361,367.95,355.5,358.25,358.25,360.4,143,631,228140,
541353,INNOVATORS  ,M ,Q,229.5,230.2,220.1,230,230,227.25,30,26400,5972840,
541358,UCIL        ,XT,Q,37,37.01,34.65,34.65,34.65,36,22,7000,247251,
541400,ZIMLAB      ,B ,Q,114.7,116.35,114.2,114.65,114.9,114.3,303,22517,2586033,
541402,AFFORDABLE  ,M ,Q,543,548,530,533.6,530,544.1,57,11400,6161410,
541403,541403,541403,541403,541403,541403,541403,541403,541403,541403,541403,541403,541403,
541418,NGIL        ,B ,Q,53,62.67,53,59.59,59.59,53.35,2566,229009,13680882,
541444,PALMJEWELS  ,T ,Q,18.45,18.45,17.8,17.82,18.29,18.16,55,7705,139485,
541445,WAA         ,M ,Q,207.66,207.66,187.9,187.9,187.9,197.78,150,262400,53004128,
541450,ADANIGREEN  ,A ,Q,1727.85,1746.3,1705,1711,1711,1714.7,8769,129323,223056879,
541503,UNICK       ,X ,Q,70,73.48,70,73.48,73.48,69.99,23,7480,539147,
541540,SOLARA      ,B ,Q,410.95,418.9,410.95,417,417,413.3,1453,27574,11461890,
541546,GAYAHWS     ,T ,Q,0.95,0.97,0.95,0.97,0.97,0.93,30,22661,21951,
541556,RITES       ,A ,Q,531.85,535.8,516.3,520.3,520.3,528.5,3190,85864,45145230,
541557,FINEORG     ,A ,Q,4719.95,4790,4701.7,4739.05,4790,4708.75,1561,5313,25132136,
541578,VARROC      ,A ,Q,558,562.3,550.65,554,552.45,558.45,750,9425,5240776,
541601,RAJNISH     ,B ,Q,11.47,11.59,10.96,11.19,11.19,11.31,3971,8557858,95679574,
541634,RAWEDGE     ,B ,Q,42.5,42.5,41.7,41.97,41.97,41.65,25,3390,142065,
541700,TCNSBRANDS  ,A ,Q,395,395.55,389.05,389.9,391.95,393.65,137,1842,725152,
541701,SUPERSHAKT  ,M ,Q,525,550,525,550,550,520,2,600,322500,
541702,ASHNI       ,X ,Q,11.5,11.5,10.86,11.19,11.19,11.43,6802,4725765,51722981,
541703,GFIL        ,MT,Q,28.05,28.05,28.05,28.05,28.05,28.05,3,4800,134640,
541729,HDFCAMC     ,A ,Q,3545.15,3553.25,3411,3454.95,3454.95,3502,6474,54661,188660130,
541735,VIVANTA     ,X ,Q,4.75,5.01,4.75,5.01,5.01,4.78,1279,1277963,6366872,
541741,TINNATFL    ,XT,Q,44,46.95,43.18,45,46.95,45.45,59,6004,268382,
541770,CREDITACC   ,A ,Q,1728.6,1736.15,1694.1,1702.85,1707,1728.6,1350,13509,23058754,
541771,AMINTAN     ,X ,Q,3.09,3.09,2.82,2.85,2.86,2.95,619,756443,2265410,
541778,DEEP        ,B ,Q,90.32,92.98,90.32,92.56,92.56,90.32,313,117751,10863380,
541809,NEXT50IETF  ,B ,Q,57.2,57.2,56.63,56.66,56.78,56.67,25,1283,72725,
541865,ASRL        ,B ,Q,31,31.5,31,31.28,31.28,31.51,860,155945,4880398,
541890,SPACEINCUBA ,XT,Q,1.76,1.76,1.73,1.73,1.73,1.76,54,30537,53352,
541929,SGIL        ,B ,Q,342.95,342.95,331,332.45,333.2,329.95,83,559,187884,
541946,LIQUIDIETF  ,F ,Q,1000,1000.01,999.99,1000,1000,1000,53,21568,21568001,
541956,IRCON       ,A ,Q,195.8,199.35,193.15,195.05,195.05,194.8,13324,1388828,272130877,
541967,SKYGOLD     ,T ,Q,1156.3,1156.3,1156.3,1156.3,1156.3,1101.25,43,1274,1473126,
541972,SETFSN50    ,A ,Q,719,719,704.05,706.81,706.81,704.9,26,251,177026,
541974,MANORAMA    ,B ,Q,2189.95,2190,2145,2173.25,2180.8,2161.45,388,2396,5202128,
541983,INNOVATIVE  ,MT,Q,25,25.79,25,25.5,25.05,25.93,13,70000,1782140,
541988,AAVAS       ,A ,Q,1594.2,1613.2,1580,1589.35,1589.35,1578.55,1272,57711,92329903,
542011,GRSE        ,A ,Q,895.85,895.85,875,876.4,877.05,884.25,971,19291,17006661,
542012,AAL         ,B ,Q,369.85,384.95,368.5,377.4,378,369,286,49496,18667003,
542013,DOLFIN      ,B ,Q,134.3,134.3,131.4,131.95,132.9,132.15,99,3118,411081,
542019,SHUBHAM     ,T ,Q,27.45,27.5,26.08,26.36,26.93,27.07,99,10525,279634,
542020,AKI         ,T ,Q,29.59,29.59,29.59,29.59,29.59,30.19,23,11058,327206,
542025,SUNRETAIL   ,M ,Q,1.04,1.04,0.99,1,1,1.04,46,2256000,2251200,
542034,SMGOLD      ,B ,Q,22.7,22.7,21.65,22.11,22.2,22.27,384,71398,1577455,
542046,VIVIDM      ,T ,Q,62,62,61,61,61,62,8,210,12937,
542057,BCPL        ,T ,Q,109.95,109.95,108,108,108,109.45,362,29110,3169414,
542066,ATGL        ,A ,Q,1062.25,1070.05,1055.5,1058.5,1058.5,1061.85,3420,54540,57936438,
542123,PHOSPHATE   ,X ,Q,175.05,179.95,175.05,176.95,176.95,172.55,31,658,116976,
542131,NIFTYETF    ,B ,Q,265,265,228.66,231.15,231.27,228.66,75,733,168865,
542141,TECHNOE     ,A ,Q,804.75,807.95,792.6,798.45,794.25,796.25,591,4501,3610512,
542155,DGL         ,M ,Q,3.34,3.34,3.3,3.3,3.3,3.25,11,24000,79560,
542176,ARYAN       ,XT,Q,24.06,24.06,24.06,24.06,24.06,24.06,4,112,2694,
542206,NIVAKA      ,X ,Q,3.5,3.5,3.31,3.39,3.39,3.41,69,9544,32448,
542216,DALBHARAT   ,A ,Q,2317.65,2323,2286.95,2304.35,2301.45,2304.45,354,2189,5032789,
542230,ABSLNN50ET  ,B ,Q,56.5,57.2,56.28,56.51,56.51,56.44,14,1152,65422,
542231,NILASPACES  ,T ,Q,4.91,5,4.81,4.88,4.87,4.92,206,98209,484001,
542232,SRD         ,B ,Q,107.95,108.8,105.25,108,108.15,106.8,224,13972,1504938,
542233,TREJHARA    ,T ,Q,200,204,197.45,200.45,200,198.55,26,2452,493106,
542248,DECCAN      ,B ,Q,32,32.4,31.33,31.64,31.63,31.28,175,49886,1592417,
542285,AXITA       ,B ,Q,31.9,32.2,31.3,31.68,31.68,31.72,2374,838042,26584935,
542323,KPIGREEN    ,A ,Q,1540.05,1540.05,1495.3,1507.35,1507,1495.3,1343,194107,292880603,
542333,RPSGVENT    ,B ,Q,764.8,809,764.8,797.4,797.4,759.7,2605,39817,31487346,
542337,SPENCER     ,B ,Q,106.6,109,103.4,104.95,104.95,107,793,27825,2946456,
542351,GLOSTERLTD  ,X ,Q,869.95,875,860,864.25,864.25,860.8,136,2180,1888268,
542367,XELPMOC     ,B ,Q,113.75,133.85,111.7,126.8,126.8,111.55,2956,219639,28912682,
542383,RITCO       ,B ,Q,294.7,308.4,287.7,295.3,295.75,288.15,1168,19240,5766350,
542399,CHALET      ,A ,Q,754.65,761.5,746,748.75,746.6,750.05,1368,17603,13272252,
542437,ANMOL       ,B ,Q,61.56,61.89,60.04,60.23,60.23,60.88,961,107524,6512859,
542446,JONJUA      ,M ,Q,13.95,13.95,13.29,13.29,13.29,13.98,26,114296,1529892,
542459,KRANTI      ,B ,Q,92.66,92.66,90.61,91.11,91.9,90.66,88,19674,1805089,
542460,ANUP        ,B ,Q,2964.95,2976.75,2849,2855.9,2850.05,2940.15,787,3151,9112045,
542484,ARVINDFASN  ,A ,Q,478.05,493.7,471.5,481.4,480,477.55,2231,46577,22427950,
542513,UTISXN50    ,A ,Q,69.81,70.4,69.81,70.4,70.4,70.26,22,761,53442,
542524,AIHL        ,XT,Q,24,24,24,24,24,22.93,1,5,120,
542579,AGOL        ,B ,Q,16.26,17.45,15.87,16.14,16.14,15.87,8777,11185413,184198169,
542580,AARTECH     ,B ,Q,147.75,149.2,144.7,145.2,147.7,147.5,190,3917,573115,
542597,MSTC        ,A ,Q,778.8,778.8,749.4,766.7,766.7,774.8,4909,68682,52301679,
542602,EMBASSY     ,IF,Q,352.55,357.45,343.5,354.32,354.32,349.78,426,17486,6172072,
542627,CHANDNIMACH ,XT,Q,27.41,28.4,27.41,28.3,28.3,27.95,14,2706,76479,
542628,NSL         ,M ,Q,459.5,507.5,459.5,471.15,476.75,477.4,42,23500,11385800,
542649,RVNL        ,A ,Q,201,207,198.55,203.1,203.1,199.85,30435,3307632,674542793,
542650,METROPOLIS  ,A ,Q,1616.7,1616.7,1450.05,1505,1506.4,1604.9,4952,50931,77356263,
542651,KPITTECH    ,A ,Q,1547.4,1561.65,1542.8,1549.15,1550,1540.7,1364,23990,37224846,
542652,POLYCAB     ,A ,Q,3906.3,4061.35,3906.3,3981.3,3981.3,3877.4,30363,360918,1440272305,
542654,VRFILMS     ,M ,Q,41.5,42.9,37,38.89,41,41.5,12,24000,951820,
542655,VIKASLIFE   ,B ,Q,6.7,6.7,6.41,6.46,6.46,6.59,6976,5410474,35214345,
542665,NEOGEN      ,A ,Q,1470.05,1515.75,1470.05,1507.05,1491.3,1494.25,798,5164,7751558,
542666,GKP         ,T ,Q,14.1,14.3,13.95,14.2,14.2,14.08,177,45746,644232,
542667,WORL        ,T ,Q,8.74,8.74,8.74,8.74,8.74,8.91,87,20403,178322,
542668,EVANS       ,M ,Q,237,249.45,226,228.7,228.1,230.2,36,42000,9991400,
542669,BMW         ,X ,Q,70.74,72,65.7,67.34,67.34,70.07,3744,897133,60892761,
542670,AEPL        ,T ,Q,45.66,45.66,45.66,45.66,45.66,48.06,815,55666,2541709,
542678,CHCL        ,M ,Q,20.02,20.03,19.5,19.9,19.9,19.42,38,112000,2222880,
542679,DEL         ,XT,Q,69.61,69.61,66.04,66.04,66.04,69.51,38,6277,418106,
542682,HARISH      ,X ,Q,47.16,49,46.57,48.28,49,47.16,66,26513,1260015,
542684,PPL         ,B ,Q,461.4,492.95,451,476.55,480,452.35,2914,65778,31306541,
542685,DGCONTENT   ,B ,Q,20.8,20.8,20.1,20.54,20.7,20.65,60,15776,325571,
542694,PARSHVA     ,B ,Q,210,229.9,201,209.6,208.85,197.6,51,1578,342497,
542721,ARL         ,B ,Q,40.98,41.49,40.3,40.72,41.2,40.48,183,110396,4480123,
542724,EARUM       ,T ,Q,1.56,1.56,1.56,1.56,1.56,1.64,1352,1980761,3089987,
542725,SBC         ,B ,Q,33.09,33.59,30.8,31.16,31.16,32,4857,1347908,42413670,
542726,INDIAMART   ,A ,Q,2600,2629.9,2589.35,2593.7,2593.15,2597.2,590,3357,8755895,
542729,DCMNVL      ,B ,Q,194.95,194.95,185,185.05,185.05,187.05,185,2696,504101,
542730,BANKIETF    ,B ,Q,48.09,48.45,47.8,48.18,48.14,47.91,138,6840,329220,
542747,SNXT50BEES  ,A ,Q,68,69.98,68,69.1,69.1,68.98,94,3969,274478,
542752,AFFLE       ,A ,Q,1288.7,1314,1288.7,1294.85,1294.85,1283.65,3341,33830,44116499,
542753,SEACOAST    ,X ,Q,5.44,5.44,5.44,5.44,5.44,5.19,2299,6028008,32792363,
542758,PVTBANIETF  ,B ,Q,245.4,247.15,245,246.52,245.95,245.43,46,895,220177,
542759,SPANDANA    ,A ,Q,1230,1243.1,1205,1211.5,1220.35,1226,1350,12225,14911128,
542760,SWSOLAR     ,A ,Q,474.45,478,458,461.5,461.5,468.85,4070,170435,79950882,
542770,ALPHALOGIC  ,T ,Q,80.74,80.74,80.74,80.74,80.74,79.16,50,4856,392073,
542772,360ONE      ,A ,Q,679.95,679.95,665,668.65,670.65,678.35,479,6842,4588111,
542773,IIFLSEC     ,B ,Q,158.45,161.5,156.05,157.5,157.75,158,1033,38658,6158652,
542774,MUFIN       ,B ,Q,170.95,173,168.2,171.2,171,170.5,288,13898,2382746,
542801,MISQUITA    ,MT,Q,58.25,58.25,58.25,58.25,58.25,57.22,1,2000,116500,
542802,GALACTICO   ,B ,Q,4.98,5.5,4.98,5.48,5.48,5.24,6572,7002780,37644742,
542803,VEL         ,X ,Q,18.2,18.2,17.56,17.9,18.2,17.36,54,10535,188386,
542808,NIESSPC     ,B ,Q,5.75,6.38,5.75,6.37,6.38,6.38,4,23,140,
542812,FLUOROCHEM  ,A ,Q,3548.95,3555,3456.15,3483.5,3469.4,3523.25,641,4027,14064688,
542817,NIEHSPI     ,B ,Q,1.34,1.62,1.34,1.34,1.47,1.48,14,6103,8189,
542830,IRCTC       ,A ,Q,948.95,962.25,941.95,951.3,951.3,940.2,8266,296487,282561498,
542839,NIEHSPD     ,B ,Q,0.76,0.9,0.76,0.85,0.85,0.84,45,32703,27707,
542841,NIEHSPE     ,B ,Q,2.42,2.42,2.2,2.25,2.4,2.36,15,703,1589,
542842,NIESSPK     ,B ,Q,85.42,85.42,69.91,69.91,69.91,77.67,5,239,16724,
542844,NIEHSPH     ,B ,Q,1.45,1.45,1.25,1.38,1.38,1.38,21,11350,15010,
542845,NIEHSPJ     ,B ,Q,5.67,6.28,5.67,5.67,5.67,6.29,5,134,760,
542846,NIEHSPL     ,B ,Q,1.15,1.15,1.01,1.05,1.05,1.09,7,1090,1108,
542847,NIESSPL     ,B ,Q,0.7,0.74,0.63,0.69,0.69,0.7,29,29961,19718,
542848,NIESSPM     ,B ,Q,2.83,2.83,2.8,2.8,2.8,2.85,4,1102,3085,
542850,GOBLIN      ,M ,Q,81.8,82.44,77.14,79.54,79,78.52,223,516000,41597100,
542851,GENSOL      ,T ,Q,884.95,884.95,831.55,856.4,868,871.75,477,12125,10332921,
542852,VISHWARAJ   ,B ,Q,17.29,17.29,16.98,17.09,17.09,17.09,404,75987,1300068,
542857,GREENPANEL  ,A ,Q,411.05,420.75,410.7,414,411.35,414.15,597,12169,5059921,
542862,SHAHLON     ,XT,Q,18.1,18.5,17.52,17.7,17.7,17.7,54,29882,530870,
542863,ABSLBANETF  ,B ,Q,47.75,48.94,47.69,48.24,48.25,47.97,91,4918,236628,
542865,ANUROOP     ,T ,Q,20.9,20.9,20.85,20.85,20.85,20.9,11,2501,52220,
542866,COLABCLOUD  ,XT,Q,84.66,84.66,84.66,84.66,84.66,83,24,8044,681005,
542867,CSBBANK     ,A ,Q,399.5,401,393.3,396.9,397.05,396.25,745,14359,5715221,
542904,UJJIVANSFB  ,A ,Q,60,60,58.87,59.24,59.13,59.38,3151,578215,34305349,
542905,HINDWAREAP  ,A ,Q,510.55,517,502.05,514.1,512,508.2,134,2122,1081999,
542907,PRINCEPIPE  ,A ,Q,738.75,738.75,721.2,722.75,724.35,729.7,883,6256,4539218,
542909,EBBETF0430  ,F ,Q,1328,1328,1327.5,1327.5,1327.5,1325,3,16,21247,
542911,ASSAMENT    ,XT,Q,288,288,288,288,288,288,3,30,8640,
542918,GIANLIFE    ,B ,Q,20.39,20.39,19.5,19.79,19.79,20.08,309,78155,1561733,
542919,ARTEMISMED  ,B ,Q,188.05,189.7,186.15,187.6,186.95,189.45,266,8221,1542733,
542920,SUMICHEM    ,A ,Q,410.95,413.6,407,408.35,409.45,407.6,2021,53607,22003461,
542921,MIDCAPIETF  ,B ,Q,179.4,180.2,179.07,179.66,179.89,179.15,50,1412,253743,
542922,NEXT50      ,B ,Q,554,630,546.13,550.16,546.5,554.65,39,761,422035,
542924,JANUSCORP   ,M ,Q,6.03,6.33,6.03,6.21,6.25,6.27,35,133000,819595,
542933,UNIVPHOTO   ,B ,Q,413,416.9,413,413.15,413.15,412.85,67,460,190656,
542935,ICLORGANIC  ,MT,Q,39.71,39.71,39.71,39.71,39.71,41.8,1,2000,79420,
542938,OCTAVIUSPL  ,X ,Q,48.25,52.99,48.25,50.99,50.99,47.2,31,6702,349551,
543064,SUVENPHAR   ,A ,Q,736.85,736.85,711.95,716,717.1,722.55,398,3286,2355649,
543065,SMAUTO      ,MT,Q,54.2,54.2,54,54,54,55.35,4,16000,864840,
543066,SBICARD     ,A ,Q,763.15,770,763.15,766.65,766.65,762.2,1049,16700,12800396,
543071,07AGG       ,F ,Q,8.6,9.43,8.02,8.57,8.13,8.59,14,1887,16046,
543079,07GPG       ,F ,Q,1.09,1.09,1.05,1.05,1.05,1.05,3,1902,1997,
543087,09AGG       ,F ,Q,45.26,45.26,45.26,45.26,45.26,45.25,1,1,45,
543092,09GPG       ,F ,Q,1.79,1.82,1.74,1.82,1.82,1.75,12,10029,17781,
543099,UTCRFS2DGR  ,F ,Q,11.85,11.85,11.85,11.85,11.85,11.85,1,1,11,
543106,UTCRFS2DMP  ,F ,Q,271.94,271.94,271.94,271.94,271.94,247.22,1,1,271,
543144,08MPD       ,B ,Q,2.12,2.12,1.98,2.1,2.1,2.12,15,2593,5180,
543150,08GPG       ,B ,Q,0.86,0.88,0.84,0.87,0.87,0.86,39,19736,16854,
543161,10AGG       ,F ,Q,38.5,38.5,34.95,35,35,35,20,416,14937,
543165,10ARD       ,F ,Q,79.94,79.94,67.88,78.62,78.65,75.14,8,407,30916,
543167,10GPG       ,F ,Q,0.77,0.77,0.73,0.74,0.75,0.75,10,5661,4154,
543171,ROJL        ,B ,Q,6.4,6.96,6.35,6.86,6.86,6.33,2392,2839565,19177299,
543172,COSPOWER    ,M ,Q,268.5,268.5,268,268,268,268,2,1000,268250,
543173,11DPR       ,B ,Q,8.1,8.1,8.1,8.1,8.1,8.1,2,80,648,
543174,11GPG       ,B ,Q,0.98,0.98,0.85,0.88,0.89,0.9,23,14519,12586,
543175,11MPD       ,B ,Q,1.1,1.16,1.1,1.15,1.15,1.1,11,12305,13946,
543176,11MPR       ,B ,Q,7.25,7.25,7.24,7.24,7.24,7.29,4,152,1101,
543177,11QPD       ,B ,Q,2.74,2.74,2.43,2.67,2.69,2.59,20,2256,6020,
543181,11AGG       ,B ,Q,9.45,9.45,7.85,8.97,8.97,8.63,21,4057,32087,
543182,11AMD       ,B ,Q,13.78,13.78,13.76,13.76,13.76,12.88,4,1152,15855,
543186,11DPD       ,B ,Q,2.31,2.56,2.31,2.46,2.46,2.56,18,4084,9604,
543187,POWERINDIA  ,A ,Q,6140.95,6140.95,5850,5917.8,5917.8,5994.35,827,2207,13082730,
543193,DJML        ,B ,Q,154.25,157.4,153.55,154.25,155.2,151.3,66,1390,214919,
543207,NATURAL     ,X ,Q,13.2,13.5,13.2,13.31,13.4,13.2,191,96373,1286496,
543208,REGIS       ,XT,Q,107.5,107.5,103,105,105,102.4,3,41,4287,
543209,BILLWIN     ,M ,Q,80,80,80,80,80,82.05,1,3000,240000,
543210,AARTISURF   ,B ,Q,755.85,755.85,720.15,724.35,726.55,720.95,480,2465,1786752,
543211,BONLON      ,B ,Q,52.35,53.3,50.51,53.19,53.19,51.3,269,363551,19093817,
543212,BOROLTD     ,A ,Q,356.1,360.3,350.8,352.3,353.35,358.65,685,15729,5590540,
543213,ROSSARI     ,A ,Q,799.95,799.95,789,790.45,789,795.75,239,2361,1871911,
543214,NDRAUTO     ,T ,Q,848,848,848,848,848,831.4,41,3853,3267344,
543215,EBBETF0425  ,F ,Q,1176.01,1176.01,1176,1176,1176,1177,2,1021,1200696,
543217,MINDSPACE   ,IF,Q,327.5,333.49,327.5,330.59,330.7,330.64,450,7353,2433951,
543218,SBGLP       ,B ,Q,670.3,703.15,657.5,695,695,660,1084,17697,11854812,
543219,ALPL30IETF  ,B ,Q,241.5,243.67,241.5,243.56,243.47,241.41,32,6750,1641053,
543220,MAXHEALTH   ,A ,Q,750.75,759.9,732,737.35,737.35,742.6,1326,24532,18344547,
543221,ITIETF      ,B ,Q,37.4,38.5,37.32,38.48,38.23,36.55,192,83979,3218731,
543223,MAXINDIA    ,B ,Q,223.95,223.95,214,215.4,215,219.6,216,2772,603289,
543224,HDFCNIFBAN  ,B ,Q,482,485.23,482,485.23,485.23,479.27,10,28,13537,
543226,UTIBANKETF  ,B ,Q,48.45,48.66,48.4,48.62,48.62,48.2,13,233,11306,
543227,HAPPSTMNDS  ,A ,Q,899,932.75,898.95,923.45,923.45,889.5,4054,70009,64608410,
543228,ROUTE       ,A ,Q,1653.8,1676,1643.4,1650.05,1652,1642.55,720,9682,16071779,
543229,SAMRATFORG  ,XT,Q,405.8,405.8,398.45,398.45,398.45,405.8,17,54,21639,
543230,ADVAIT      ,B ,Q,937,986.6,888,915.15,915.15,901.5,4045,78803,74767521,
543231,ADL         ,T ,Q,93,93,89.1,89.81,89.81,93.65,6,245,21858,
543232,CAMS        ,A ,Q,2821.85,2852.65,2794.75,2838.05,2840,2789.45,1015,6836,19359985,
543233,CHEMCON     ,B ,Q,294.55,294.55,288.15,290.6,291.5,293.1,219,2282,664805,
543234,SECMARK     ,T ,Q,110,113.8,106,112.75,113.4,110,17,698,75664,
543235,ANGELONE    ,A ,Q,3841.85,3841.85,3751.3,3795.95,3806.75,3771.6,1131,6341,23963801,
543236,ATAM        ,B ,Q,209.15,211.1,204,205.8,208.45,205.05,371,10714,2227725,
543237,MAZDOCK     ,A ,Q,2310.35,2313.95,2258.1,2288.15,2288.15,2294.85,3958,51450,118063634,
543238,UTIAMC      ,A ,Q,889.95,926.9,884.45,900.85,900.85,889.1,1212,16840,15310135,
543239,GMPL        ,M ,Q,165,165,163.95,163.95,163.95,163.95,3,2100,345030,
543240,LIKHITHA    ,B ,Q,283.45,284.45,280,280.25,280.65,282.25,1339,48032,13524015,
543241,VGIL        ,M ,Q,132.5,135,132.5,135,135,130,3,3300,440550,
543242,HEMIPROP    ,B ,Q,177.4,179.5,175.1,176.4,176.4,176.3,1452,103152,18285425,
543243,EQUITASBNK  ,A ,Q,114.7,116.5,113.55,113.7,113.7,113.5,1445,140514,16099021,
543244,SHINEFASH   ,MT,Q,164.25,164.25,164.25,164.25,164.25,156.45,1,2000,328500,
543245,GLAND       ,A ,Q,1955,1977,1943.25,1962.55,1962.55,1959.4,3598,20955,41143380,
543246,ESG         ,B ,Q,35.89,36.23,35.71,36.1,36.1,35.89,41,2431,87520,
543248,RBA         ,A ,Q,123.8,128,122.5,125.7,125.7,123.45,7122,826437,104161185,
543249,TARC        ,B ,Q,183.2,184.9,177.2,178.7,178.7,175.3,5766,301475,54698970,
543250,MOGSEC      ,F ,Q,54.21,54.21,54.09,54.09,54.09,54.1,4,37000,2001450,
543251,RVHL        ,B ,Q,52.49,52.52,49.88,50.1,50.1,50.41,47,1648,82866,
543252,FAIRCHEMOR  ,B ,Q,1339.7,1355,1309.65,1331.6,1325,1348.6,731,3595,4786643,
543253,BECTORFOOD  ,A ,Q,1197.25,1213,1180.85,1191.55,1185.9,1191.9,873,6098,7261754,
543254,AWHCL       ,B ,Q,529,533.9,514.15,517.35,518.7,529.3,2089,40352,21137966,
543255,INFRABEES   ,B ,Q,777.89,787.5,775,783.31,787.5,777.33,157,2434,1896970,
543256,RFLL        ,X ,Q,21.7,21.75,20.7,21.67,21.67,21.37,23,3079,64958,
543257,IRFC        ,A ,Q,109.01,114,108.91,113.38,113.38,106.87,92294,26884973,3017546354,
543258,INDIGOPNTS  ,A ,Q,1465.05,1500.1,1465,1485.75,1488.6,1471.85,1518,13293,19822791,
543259,HOMEFIRST   ,A ,Q,977.95,987.95,971,976.2,975.8,970.25,423,4809,4705194,
543260,STOVEKRAFT  ,B ,Q,462.05,477.5,462.05,468.75,471,474.05,895,7962,3755716,
543261,BIRET       ,IF,Q,252,253.55,244,251.88,251.95,250.17,1220,19152,4809161,
543262,MRP         ,M ,Q,48.25,49.1,48.25,49.05,49.1,48.25,5,15000,732750,
543263,SMCGLOBAL   ,B ,Q,103.25,111.9,103.25,107.45,107.45,104.7,2222,126474,13754272,
543264,NURECA      ,B ,Q,414.85,421.9,408,411.55,411,410.95,326,5699,2361936,
543265,RAILTEL     ,A ,Q,355.4,358.3,353.5,355.45,355.45,352.85,1806,99684,35494925,
543266,HERANBA     ,B ,Q,410.05,410.05,403.1,405,405,406.5,427,6088,2478375,
543267,DAVANGERE   ,X ,Q,86.25,89,85,87.5,87.5,84.9,143,111110,9550749,
543268,DRCSYSTEMS  ,T ,Q,53.57,53.57,53.57,53.57,53.57,54.66,106,18205,975241,
543270,MTARTECH    ,A ,Q,2142.15,2165.8,2142.15,2148,2150,2148.75,713,5170,11135198,
543271,JUBLINGREA  ,A ,Q,494.95,501.25,486.4,498.85,498.85,491.4,2143,45896,22667448,
543272,EASEMYTRIP  ,A ,Q,52.39,52.39,49.06,49.62,49.62,51.81,37753,13155005,665576100,
543273,KMEW        ,M ,Q,1501,1507,1474,1476.8,1475,1512.65,52,6750,10045793,
543274,SUUMAYA     ,MT,Q,9,9.19,8.85,8.98,8.9,9,34,26100,235696,
543275,ANURAS      ,A ,Q,954.05,968.85,947.95,960.05,955,952.9,659,7673,7352893,
543276,CRAFTSMAN   ,A ,Q,5040.05,5045.75,4939,4967.9,4950,4984.45,540,1473,7354340,
543277,LXCHEM      ,A ,Q,285.35,286,281.4,282.05,282.05,283.25,3120,96162,27229921,
543278,KALYANKJIL  ,A ,Q,392.65,395.4,385.25,389.1,389.1,391.2,6098,187619,73364533,
543279,SURYODAY    ,A ,Q,177.35,184.45,174.9,181.8,181.8,174.05,2915,138309,25044196,
543280,NAZARA      ,A ,Q,914.9,974.9,914.35,945.65,945.65,901.95,8318,140435,134095323,
543281,SUVIDHAA    ,T ,Q,8.67,8.67,8.67,8.67,8.67,8.84,107,39460,342118,
543282,NIKSTECH    ,TS,Q,434.15,434.15,434.15,434.15,434.15,413.5,1,600,260490,
543283,BARBEQUE    ,A ,Q,629.25,634,626.8,629.8,630,628,513,4396,2766326,
543284,EKI         ,B ,Q,421.05,424.8,420.5,421.05,421.05,421.05,1556,49214,20755440,
543285,RCAN        ,MT,Q,178,178.5,163,178.5,178.5,171,3,3000,519500,
543286,JETMALL     ,M ,Q,18.9,18.9,16.55,18.15,18.15,18.3,9,84000,1508520,
543287,LODHA       ,A ,Q,1162.75,1225,1157.05,1208.4,1208.4,1130.25,5652,75368,90598735,
543288,DEEPIND     ,B ,Q,255.9,261,253.9,255.75,255.75,253.6,766,26201,6729328,
543289,KGES        ,TS,Q,16.15,16.15,15.06,15.06,15.06,15.63,2,12000,187260,
543290,PGINVIT     ,IF,Q,101,103.89,101,102.77,102.77,100.96,1230,129932,13333217,
543291,MAFANG      ,B ,Q,72.2,72.23,71.66,71.73,71.85,72.01,1094,68135,4901937,
543292,HEALTHIETF  ,B ,Q,112,112,110.9,111.15,112,111.69,42,1026,113974,
543297,IWEL        ,T ,Q,5780,5807.45,5560,5591.15,5595,5664.6,228,991,5581301,
543298,VINEETLAB   ,T ,Q,74.99,75.4,73.35,74.6,74.6,74.99,17,1536,114482,
543299,SHYAMMETL   ,A ,Q,673.55,689,664.75,682.9,682.9,670.15,1358,50363,34307161,
543300,SONACOMS    ,A ,Q,608,610.9,602.95,604.95,604.95,606.65,1347,33282,20155763,
543305,NAVODAYENT  ,M ,Q,9.55,9.55,9.55,9.55,9.55,9.2,1,12000,114600,
543306,DODLA       ,B ,Q,944.95,944.95,873.3,881.3,885.45,894.35,749,6727,5948875,
543308,KIMS        ,A ,Q,2020,2029.45,1993.1,2005.95,2005.6,2017.85,454,1916,3854577,
543309,ADESHWAR    ,M ,Q,30.11,30.11,30.11,30.11,30.11,30.11,1,6000,180660,
543311,IPL         ,B ,Q,389.9,398.7,387.5,392.8,390.95,389.6,698,20161,7924246,
